Piece_id,Piece_name,Recording_number,Sample_rate,Player_id,Instructor1_rating,Instructor1_text,Instructor2_rating,Instructor2_text,Instructor3_rating,Instructor3_text,Instructor4_rating,Instructor4_text,Rater1_id,Rater1_rating,Rater1_text,Rater2_id,Rater2_rating,Rater2_text,Rater3_id,Rater3_rating,Rater3_text,Rater4_id,Rater4_rating,Rater4_text,Rater5_id,Rater5_rating,Rater5_text,Rater6_id,Rater6_rating,Rater6_text
3,Lavender's Blue,5,48,9,5,Very accurate,5,Nice accurate reading! Next work on phrasing every four measures.,2,"Good energy; right hand is a bit heavy, choppy at times.  Ending needs to taper down more.",2,"RH overbalanced the LH. Some non-legato. No dynamic shaping note to note--sounded ""punchy.""",3,5,No blemishes or blunders that I heard! I thought it went just fine!,5,3,"I was thinking between a 3 and a 4. However, the tempo was respected, no obvious mistakes in playing. A bit bland and boring, but not too bad. A bit insecure. 1/8 notes a bit shaky and unequal on the down runs.",12,4,The tempo is very consistent and the player transitions well between chords. The ending has a great tone.,14,4,"This was close to excellent. The beat was very slightly off in places, and it was a little too loud for mezzo piano. It also did not sound as smooth.",18,4,"Played well and generally with confidence, but occasionally sounded a little tentative.",21,4,"Good overall, but the right hand was not connected in the way it should be."
3,Lavender's Blue,6,44,10,5,Very accurate,5,Nice comfortable playing. Tempo is steady throughout. Excellent!,4,Nice energy and tempo.  Good accuracy and rhythm.,4,"Repeated notes not legato. Good balance, tempo.",3,5,"Once more, I didn't catch any issues here, though a little forceful. Good job!",5,5,"Very solid performance. Maybe a few bpms too fast for my taste, but ""moderato"" can be interpreted in many correct ways. Relative to other performances, extremely nice, confident.",12,4,The notes are a bit abrupt which deters from the musicality. The player has great accuracy. It seems a bit rushed.,14,5,This was excellent; I could not find anything wrong with it.,18,5,Very nice performance.  Played with confidence and at a good tempo.,21,4,"Same as the last one, good but did not connect the right hand notes."
3,Lavender's Blue,7,48,14,4,Very accurate but there is a problem with over-sustaining RH notes in scale passages,5,"Good, solid playing. Be careful that right hand maintains the singing line.",2,too heavy in execution; right hand over-accented,2,LH too loud. Some pedal blur on 8th notes. No dynamic shaping--heavy and plodding.,3,4,"There was slightly more hesitation in this performance, and there was a pause to find a chord, but it was still quite good!",5,3,"Too slow. Very insecure, sometimes chords not played properly (instead of playing all three notes together, they are played a bit separately). Seems like a finger muscle control and synergy problem. Some notes were slammed. Often, wrong notes accentuated in the chords.",12,5,There is a rich tone and even tempo. The quality is very pleasant and the notes blend well together.,14,4,"This was close to excellent, with the exception of one pause between measures that was slightly too long.",18,3,"Played with confidence and at a good tempo, but person missed many notes.",21,2,"The right hand was not connected and there were wrong notes in a simple song that shouldn't provide much trouble. Also, this person slammed the notes every time they played hands together."
3,Lavender's Blue,8,48,8,4,"Too fast, but otherwise OK",5,"Nice use of pedal. Steady, consistent rhythm. Excellent!",3,too much pedal  But right hand was very smooth,3,Too fast for Moderato. Pedal blurs 8th note measures.,3,5,This was played with confidence and correctness. Great!,5,4,"Nice performance. Relative to the one I gave a 5, a bit less interesting, but still very good. I would maybe cut down the right pedal in some parts, there seems to be too much buzz. The ending a bit wobbly and abrupt.",12,5,"The tempo is faster than the others that I have listened to, but they player hits all the notes with great tone. The chords match very well.",14,5,This was excellent; I could not find anything wrong with it.,18,4,"Very nice.  Played at a good tempo generally and with confidence, but a couple of notes or chords sounded slightly dissonant.",21,5,"All the notes were played well together, and the right hand stayed connected throughout."
3,Lavender's Blue,9,48,5,5,"Very accurate, nice dim. at the end",4,Good steady tempo and rhythm. Right hand can be smoother at times.,2,under tempo and left hand too loud.  not enough melodic shaping in right hand,3,Too slow. RH not all legato. Balance fine. Plodding.,3,4,"No wrong notes or patterns at all! It was rather slow, but it sounded much better than if it had been rushed.",5,3,"In general, deserves a higher grade, technique was not bad, clean notes, clean legato. However, painfully slow, sounds exhausted. Seems like a bit of insecurity in the piece that lead to a very slow performance.",12,4,The player seems a bit hesitant at the beginning. The tempo is steady.,14,3,"This was okay, it was very slow for a folk song, and the pauses between measures were sometimes too long.",18,3,"Very tentative and slow.  Not played with confidence, though notes generally were correct.",21,1,"This person sounds like they were seeing the song for the first time. Slow, each note has to be figured out, and it leads to the song not sounding like the song and more like someone's first attempt at playing it."
3,Lavender's Blue,10,48,16,4,"RH too staccato , but all good otherwise",5,Good tempo! Solid playing!,2,"right hand a bit uneven and choppy; not enough dynamic contrast, and left hand too loud",3,RH not all legato. No RH shaping of dynamics. Balance bit to LH.,3,5,Sounded good to me! No complaints.,5,4,"Correct notes, legato, and very stable tempo. I just did not like the melody notes being so staccato-like. They have a legato above them, but it did not sound smooth and like a unique phrase where it should have sounded like so.",12,4,The playing is smooth and progresses well through the chord transitions. The tempo is even and upbeat.,14,4,"This was very good, but some of the quarter notes were incorrectly played as staccato.",18,4,Generally played well and at a good tempo.  Still hints of the beginning pianist.,21,3,Not connected in the right hand and an increase in volume whenever the hands played together.
3,Lavender's Blue,11,48,6,5,"All good, adding the pedal is fine",5,Good tempo. Good use of pedal. Be careful to not hold last chord too long.,3,too much pedal.  right hand could have been shaped more,4,Pedal blur 8th note measures. Good balance.,3,5,This was played nice and gently. I liked it!,5,4,"Solid performance. Too much right pedal, the notes would sometimes overlap and buzz where they harmonically should not.",12,5,"The phrasing is excellent and the player transitions well between sections. The final chord is held for a little longer, which adds pleasant musicality.",14,5,This was excellent; I could not find anything wrong with it.,18,5,"Well played with confidence, at a good tempo and with good dynamics.",21,4,"The right hand was connected, but by using the pedal, this person let some notes bleed over a bit longer than they should have."
3,Lavender's Blue,12,44,4,4,LH too loud. Otherwise accurate,5,Good tempo and steadiness! Be careful to not accent the end.,2,under tempo and very heavy; left hand too loud  Last note way too accented,2,Bad balance--LH heavy. Too slow. RH not all legato. No dynamic shaping. Steady rhythm good.,8,3,"eft hand is just so much louder than it needs to be, but decent tempo, rhythm, and flow. Pedal could be used more in repeated right hand notes.",11,3,"This recording misses no notes, but is not accurate for tempo. The piano player tends to speed up when there are eighth notes. Plus, the melody part is somehow overwhelmed by the left-hand part, which makes the melody less audible.",15,3,"Although the notes and rhythm are correct, the left hand is too loud and it almost covered the melody in the right hand.",16,4,This was exactly as written and the tempo was consistent and the rhythm was good but a bit too slow.,19,4,"Performer maintained a steady tempo, but the left hand was a little loud. The melody was nice and lyrical.",,,
3,Lavender's Blue,13,48,1,5,All fine. This piano is really bad but no reflection on the performance,5,"Rhythm, tempo, chords, all excellent!",3,good character.  left hand a bit too loud.  good accuracy and rhythm,4,"LH too loud. Good tempo, rhythm. No dynamic shaping RH--too plodding.",8,5,"No real complaints here. Good left - right hand balance, pedal use, and smooth playing.",11,4,"This recording sounds good generally, except that the tempo is not stable all the time.",15,4,Played as what's written on the score.,16,5,"The notes and rhythm were all correct and this was played at a nice moderate speed. There weren't dynamic markings to observe, but the phrasing was nice and did a good job at shaping it.",19,5,"Nice performance, well balanced and lyrical.",,,
3,Lavender's Blue,14,44,13,3,LH too loud. Eighth note rhythms not correct. Pitches OK,3,Need to keep rhythm steady. Work on playing eighth notes evenly. Nice solid chords.,1,wrong rhythms in right hand.  Left hand too loud and heavy.,1,Wrong rhythms 8th note measures. LH too loud.,8,2,"Rhythm inconsistencies, I'm not sure why they are swinging their eighth notes so badly. Clunky right hand, and the sense of hesitation before left hand chords make this feel awkward.",11,3,"This recording contains no mistaken notes, but the tempo of eighth notes is extremely uneven and, thus, sounds uncomfortable.",15,2,The rhythm of the eighth notes are off. The notes are correct.,16,2,"The eighth notes in the second measure of each phrase (the ""dilly-dilly"" part) was played not as 4 straight eighth notes as written, but rather as kind of rhythmic 16th notes with a rest in between. The first quarter note in that measure was often also not played for its full rhythmic value. That mistake made the piece sound uncertain and like there wasn't control over those eighth notes.",19,3,The performer played the notes correctly with a nice balance between the hands. The eighth notes were played with a swing tempo which sounded off.,,,
3,Lavender's Blue,15,44,21,4,"Too fast, all else OK",4,Accurate reading. But feel a bit rushed given the fast tempo.,4,nice brisk tempo and character.  Good and light!  right hand could be smoother,4,Too fast for Moderato. Good balance. RH not all legato.,8,5,"No complaints on this either. Probably the best thing I've heard so far. Technically sound, good balance, rhythm was controlled and constant, notes were played with absolute confidence.",11,4,"This recording is mostly accurate, but ignores the",15,3,"The player is playing too fast. The tempo indiction is Moderato, which is usually slower than this recording. Also the right hand melody should be very legato, but the player sometimes play them in staccato.",16,4,"Too rushed, the notes at the end of phrases didn't get their full value but they were played correctly and the phrasing was correct.",19,4,The piece was played beautifully but the tempo was too fast.,,,
3,Lavender's Blue,16,48,11,5,Very accurate,5,Very nice. Good tempo. Good rhythm. Good legato playing. Good chords.,4,Right hand could have more dynamic shaping and be smoother,4,"RH not all legato. Good tempo, balance.",8,3,"Some hesitation on right hand eighth notes, but otherwise a very solid play.",11,5,"Although this recording has a little unstable tempo, the performer makes a music shape through the whole piece, which makes it appealing to the audience.",15,5,The balance between two hands is good. Notes and rhythm are correct. The dynamics is steady in mezzo-piano.,16,3,"The tempo was off with the ""dilly-dilly"" phrases - those were much faster than the rest of the piece, and the first note was much faster than the rest of the piece which set it up to be a little chaotic tempo wise.",19,4,"Nice performance, right hand notes at the beginning of the melody were played a bit too short and could have been more lyrical.",,,
3,Lavender's Blue,17,48,17,3,"Mistakes in m.3, pauses in other spots. Pitches OK",4,Good reading. Now work on smoothing the right hand. Good tempo and rhythm.,1,"Mistakes  and hesitations.  Not musical, rather heavy.",2,Hesitations in rhythm. LH too loud. Good tempo.,8,2,"Left hand chords were wrong in once case, and overly hesitant in most others. Right hand was solid.",11,2,This recording sounds not so continuous.,15,2,Mistakes are made and the tempo is not steady.,16,1,"A lot of uncertainty in the bass clef notes, especially those that varied from the C chord. The F2 chord and the B F G (G7) chord were messy and sometimes played at the wrong time when incorrect which was obvious.",19,3,The performer had a nice musical balance. There was a wrong note in the third measure and some hesitation with the timing.,,,
